assetId,assetTypeCode
2600715,SVR
2600716,SVR
2600717,SVR
2600718,SVR
2600719,SVR
2600720,SVR
2600721,SVR
2600722,SVR
2600723,SVR
2600724,SVR
2600725,SVR
2600726,SVR
2600727,SVR
2600728,SVR
2600729,SVR
2600730,SVR
2600731,SVR
2600732,SVR
2600733,SVR
2600734,SVR
2600735,SVR
2600736,SVR
2600737,SVR
2600738,SVR
2600739,SVR
2600740,SVR
2600741,SVR
2600742,SVR
2600743,SVR
2600744,SVR
2600745,SVR
2600746,SVR
2600747,SVR
2600748,SVR
2600749,SVR
2600750,SVR
2600751,SVR
2600752,SVR
2600753,SVR
2600754,SVR
2600755,SVR
2600756,SVR
2600757,SVR
2600758,SVR
2600759,SVR
2600760,SVR
2600761,SVR
2600762,SVR
2600763,SVR
2600764,SVR
2600765,SVR
2600766,SVR
2600767,SVR
2600768,SVR
2600769,SVR
2600770,SVR
2600771,SVR
2600772,SVR
2600773,SVR
2600774,SVR
2600775,SVR
2600776,SVR
2600777,SVR
2600778,SVR
2600779,SVR
2600780,SVR
2600781,SVR
2600782,SVR
2600783,SVR
2600784,SVR
2600785,SVR
2600786,SVR
2600787,SVR
2600788,SVR
2600789,SVR
2600790,SVR
2600791,SVR
2600792,SVR
2600793,SVR
2600794,SVR
2600795,SVR
2600796,SVR
2600797,SVR
2600798,SVR
2600799,SVR
2600800,SVR
2600801,SVR
2600802,SVR
2600803,SVR
2600804,SVR
2600805,SVR
2600806,SVR
2600807,SVR
2600808,SVR
2600809,SVR
2600810,SVR
2600811,SVR
2600812,SVR
2600813,SVR
2600814,SVR
2600815,SVR
2600816,SVR
2600817,SVR
2600818,SVR
2600819,SVR
2600820,SVR
2600821,SVR
2600822,SVR
2600823,SVR
2600824,SVR
2600825,SVR
2600826,SVR
2600827,SVR
2600828,SVR
2600829,SVR
2600830,SVR
2600831,SVR
2600832,SVR
2600833,SVR
2600834,SVR
2600835,SVR
2600836,SVR
2600837,SVR
2600838,SVR
2600839,SVR
2600840,SVR
2600841,SVR
2600842,SVR
2600843,SVR
2600844,SVR
2600845,SVR
2600846,SVR
2600847,SVR
2600848,SVR
2600849,SVR
2600850,SVR
2600851,SVR
2600852,SVR
2600853,SVR
2600854,SVR
2600855,SVR
2600856,SVR
2600857,SVR
2600858,SVR
2600859,SVR
2600860,SVR
2600861,SVR
2600862,SVR
2600863,SVR
2600864,SVR
2600865,SVR
2600866,SVR
2600867,SVR
2600868,SVR
2600869,SVR
2600870,SVR
2600871,SVR
2600872,SVR
2600873,SVR
2600874,SVR
2600875,SVR
2600876,SVR
2600877,SVR
2600878,SVR
2600879,SVR
2600880,SVR
2600881,SVR
2600882,SVR
2600883,SVR
2600884,SVR
2600885,SVR
2600886,SVR
2600887,SVR
2600888,SVR
2600889,SVR
2600890,SVR
2600891,SVR
2600892,SVR
2600893,SVR
2600894,SVR
2600895,SVR
2600896,SVR
2600897,SVR
2600898,SVR
2600899,SVR
2600900,SVR
2600901,SVR
2600902,SVR
2600903,SVR
2600904,SVR
2600905,SVR
2600906,SVR
2600907,SVR
2600908,SVR
2600909,SVR
2600910,SVR
2600911,SVR
2600912,SVR
2600913,SVR
2600914,SVR
2600915,SVR
2600916,SVR
2600917,SVR
2600918,SVR
2600919,SVR
2600920,SVR
2600921,SVR
2600922,SVR
2600923,SVR
2600924,SVR
2600925,SVR
2600926,SVR
2600927,SVR
2600928,SVR
2600929,SVR
2600930,SVR
2600931,SVR
2600932,SVR
2600933,SVR
2600934,SVR
2600935,SVR
2600936,SVR
2600937,SVR
2600938,SVR
2600939,SVR
2600940,SVR
2600941,SVR
2600942,SVR
2600943,SVR
2600944,SVR
2600945,SVR
2600946,SVR
2600947,SVR
2600948,SVR
2600949,SVR
2600950,SVR
2600951,SVR
2600952,SVR
2600953,SVR
2600954,SVR
2600955,SVR
2600956,SVR
2600957,SVR
2600958,SVR
2600959,SVR
2600960,SVR
2600961,SVR
2600962,SVR
2600963,SVR
2600964,SVR
2600965,SVR
2600966,SVR
2600967,SVR
2600968,SVR
2600969,SVR
2600970,SVR
2600971,SVR
2600972,SVR
2600973,SVR
2600974,SVR
2600975,SVR
2600976,SVR
2600977,SVR
2600978,SVR
2600979,SVR
2600980,SVR
2600981,SVR
2600982,SVR
2600983,SVR
2600984,SVR
2600985,SVR
2600986,SVR
2600987,SVR
2600988,SVR
2600989,SVR
2600990,SVR
2600991,SVR
2600992,SVR
2600993,SVR
2600994,SVR
2600995,SVR
2600996,SVR
2600997,SVR
2600998,SVR
2600999,SVR
2601000,SVR
2601001,SVR
2601002,SVR
2601003,SVR
2601004,SVR
2601005,SVR
2601006,SVR
2601007,SVR
2601008,SVR
2601009,SVR
2601010,SVR
2601011,SVR
2601012,SVR
2601013,SVR
2601014,SVR
2601015,SVR
2601016,SVR
2601017,SVR
2601018,SVR
2601019,SVR
2601020,SVR
2601021,SVR
2601022,SVR
2601023,SVR
2601024,SVR
2601025,SVR
2601026,SVR
2601027,SVR
2601028,SVR
2601029,SVR
2601030,SVR
2601031,SVR
2601032,SVR
2601033,SVR
2601034,SVR
2601035,SVR
2601036,SVR
2601037,SVR
2601038,SVR
2601039,SVR
2601040,SVR
2601041,SVR
2601042,SVR
2601043,SVR
2601044,SVR
2601045,SVR
2601046,SVR
2601047,SVR
2601048,SVR
2601049,SVR
2601050,SVR
2601051,SVR
2601052,SVR
2601053,SVR
2601054,SVR
2601055,SVR
2601056,SVR
2601057,SVR
2601058,SVR
2601059,SVR
2601060,SVR
2601061,SVR
2601062,SVR
2601063,SVR
2601064,SVR
2601065,SVR
2601066,SVR
2601067,SVR
2601068,SVR
2601069,SVR
2601070,SVR
2601071,SVR
2601072,SVR
2601073,SVR
2601074,SVR
2601075,SVR
2601076,SVR
2601077,SVR
2601078,SVR
2601079,SVR
2601080,SVR
2601081,SVR
2601082,SVR
2601083,SVR
2601084,SVR
2601085,SVR
2601086,SVR
2601087,SVR
2601088,SVR
2601089,SVR
2601090,SVR
2601091,SVR
2601092,SVR
2601093,SVR
2601094,SVR
2601095,SVR
2601096,SVR
2601097,SVR
2601098,SVR
2601099,SVR
2601100,SVR
2601101,SVR
2601102,SVR
2601103,SVR
2601104,SVR
2601105,SVR
2601106,SVR
2601107,SVR
2601108,SVR
2601109,SVR
2601110,SVR
2601111,SVR
2601112,SVR
2601113,SVR
2601114,SVR
2601115,SVR
2601116,SVR
2601117,SVR
2601118,SVR
2601119,SVR
2601120,SVR
2601121,SVR
2601122,SVR
2601123,SVR
2601124,SVR
2601125,SVR
2601126,SVR
2601127,SVR
2601128,SVR
2601129,SVR
2601130,SVR
2601131,SVR
2601132,SVR
2601133,SVR
2601134,SVR
2601135,SVR
2601136,SVR
2601137,SVR
2601138,SVR
2601139,SVR
2601140,SVR
2601141,SVR
2601142,SVR
2601143,SVR
2601144,SVR
2601145,SVR
2601146,SVR
2601147,SVR
2601148,SVR
2601149,SVR
2601150,SVR
2601151,SVR
2601152,SVR
2601153,SVR
2601154,SVR
2601155,SVR
2601156,SVR
2601157,SVR
2601158,SVR
2601159,SVR
2601160,SVR
2601161,SVR
2601162,SVR
2601163,SVR
2601164,SVR
2601165,SVR
2601166,SVR
2601167,SVR
2601168,SVR
2601169,SVR
2601170,SVR
2601171,SVR
2601172,SVR
2601173,SVR
2601174,SVR
2601175,SVR
2601176,SVR
2601177,SVR
2601178,SVR
2601179,SVR
2601180,SVR
2601181,SVR
2601182,SVR
2601183,SVR
2601184,SVR
2601185,SVR
2601186,SVR
2601187,SVR
2601188,SVR
2601189,SVR
2601190,SVR
2601191,SVR
2601192,SVR
2601193,SVR
2601194,SVR
2601195,SVR
2601196,SVR
2601197,SVR
2601198,SVR
2601199,SVR
2601200,SVR
2601201,SVR
2601202,SVR
2601203,SVR
2601204,SVR
2601205,SVR
2601206,SVR
2601207,SVR
2601208,SVR
2601209,SVR
2601210,SVR
2601211,SVR
2601212,SVR
2601213,SVR
2601214,SVR
2601215,SVR
2601216,SVR
2601217,SVR
2601218,SVR
2601219,SVR
2601220,SVR
2601221,SVR
2601222,SVR
2601223,SVR
2601224,SVR
2601225,SVR
2601226,SVR
2601227,SVR
2601228,SVR
2601229,SVR
2601230,SVR
2601231,SVR
2601232,SVR
2601233,SVR
2601234,SVR
2601235,SVR
2601236,SVR
2601237,SVR
2601238,SVR
2601239,SVR
2601240,SVR
2601241,SVR
2601242,SVR
2601243,SVR
2601244,SVR
2601245,SVR
2601246,SVR
2601247,SVR
2601248,SVR
2601249,SVR
2601250,SVR
2601251,SVR
2601252,SVR
2601253,SVR
2601254,SVR
2601255,SVR
2601256,SVR
2601257,SVR
2601258,SVR
2601259,SVR
2601260,SVR
2601261,SVR
2601262,SVR
2601263,SVR
2601264,SVR
2601265,SVR
2601266,SVR
2601267,SVR
2601268,SVR
2601269,SVR
2601270,SVR
2601271,SVR
2601272,SVR
2601273,SVR
2601274,SVR
2601275,SVR
2601276,SVR
2601277,SVR
2601278,SVR
2601279,SVR
2601280,SVR
2601281,SVR
2601282,SVR
2601283,SVR
2601284,SVR
2601285,SVR
2601286,SVR
2601287,SVR
2601288,SVR
2601289,SVR
2601290,SVR
2601291,SVR
2601292,SVR
2601293,SVR
2601294,SVR
2601295,SVR
2601296,SVR
2601297,SVR
2601298,SVR
2601299,SVR
2601300,SVR
2601301,SVR
2601302,SVR
2601303,SVR
2601304,SVR
2601305,SVR
2601306,SVR
2601307,SVR
2601308,SVR
2601309,SVR
2601310,SVR
2601311,SVR
2601312,SVR
2601313,SVR
2601314,SVR
2601315,SVR
2601316,SVR
2601317,SVR
2601318,SVR
2601319,SVR
2601320,SVR
2601321,SVR
2601322,SVR
2601323,SVR
2601324,SVR
2601325,SVR
2601326,SVR
2601327,SVR
2601328,SVR
2601329,SVR
2601330,SVR
2601331,SVR
2601332,SVR
2601333,SVR
2601334,SVR
2601335,SVR
2601336,SVR
2601337,SVR
2601338,SVR
2601339,SVR
2601340,SVR
2601341,SVR
2601342,SVR
2601343,SVR
2601344,SVR
2601345,SVR
2601346,SVR
2601347,SVR
2601348,SVR
2601349,SVR
2601350,SVR
2601351,SVR
2601352,SVR
2601353,SVR
2601354,SVR
2601355,SVR
2601356,SVR
2601357,SVR
2601358,SVR
2601359,SVR
2601360,SVR
2601361,SVR
2601362,SVR
2601363,SVR
2601364,SVR
2601365,SVR
2601366,SVR
2601367,SVR
2601368,SVR
2601369,SVR
2601370,SVR
2601371,SVR
2601372,SVR
2601373,SVR
2601374,SVR
2601375,SVR
2601376,SVR
2601377,SVR
2601378,SVR
2601379,SVR
2601380,SVR
2601381,SVR
2601382,SVR
2601383,SVR
2601384,SVR
2601385,SVR
2601386,SVR
2601387,SVR
2601388,SVR
2601389,SVR
2601390,SVR
2601391,SVR
2601392,SVR
2601393,SVR
2601394,SVR
2601395,SVR
2601396,SVR
2601397,SVR
2601398,SVR
2601399,SVR
2601400,SVR
2601401,SVR
2601402,SVR
2601403,SVR
2601404,SVR
2601405,SVR
2601406,SVR
2601407,SVR
2601408,SVR
2601409,SVR
2601410,SVR
2601411,SVR
2601412,SVR
2601413,SVR
2601414,SVR
2601415,SVR
2601416,SVR
2601417,SVR
2601418,SVR
2601419,SVR
2601420,SVR
2601421,SVR
2601422,SVR
2601423,SVR
2601424,SVR
2601425,SVR
2601426,SVR
2601427,SVR
2601428,SVR
2601429,SVR
2601430,SVR
2601431,SVR
2601432,SVR
2601433,SVR
2601434,SVR
2601435,SVR
2601436,SVR
2601437,SVR
2601438,SVR
2601439,SVR
2601440,SVR
2601441,SVR
2601442,SVR
2601443,SVR
2601444,SVR
2601445,SVR
2601446,SVR
2601447,SVR
2601448,SVR
2601449,SVR
2601450,SVR
2601451,SVR
2601452,SVR
2601453,SVR
2601454,SVR
2601455,SVR
2601456,SVR
2601457,SVR
2601458,SVR
2601459,SVR
2601460,SVR
2601461,SVR
2601462,SVR
2601463,SVR
2601464,SVR
2601465,SVR
2601466,SVR
2601467,SVR
2601468,SVR
2601469,SVR
2601470,SVR
2601471,SVR
2601472,SVR
2601473,SVR
2601474,SVR
2601475,SVR
2601476,SVR
2601477,SVR
2601478,SVR
2601479,SVR
2601480,SVR
2601481,SVR
2601482,SVR
2601483,SVR
2601484,SVR
2601485,SVR
2601486,SVR
2601487,SVR
2601488,SVR
2601489,SVR
2601490,SVR
2601491,SVR
2601492,SVR
2601493,SVR
2601494,SVR
2601495,SVR
2601496,SVR
2601497,SVR
2601498,SVR
2601499,SVR
2601500,SVR
2601501,SVR
2601502,SVR
2601503,SVR
2601504,SVR
2601505,SVR
2601506,SVR
2601507,SVR
2601508,SVR
2601509,SVR
2601510,SVR
2601511,SVR
2601512,SVR
2601513,SVR
2601514,SVR
2601515,SVR
2601516,SVR
2601517,SVR
2601518,SVR
2601519,SVR
2601520,SVR
2601521,SVR
2601522,SVR
2601523,SVR
2601524,SVR
2601525,SVR
2601526,SVR
2601527,SVR
2601528,SVR
2601529,SVR
2601530,SVR
2601531,SVR
2601532,SVR
2601533,SVR
2601534,SVR
2601535,SVR
2601536,SVR
2601537,SVR
2601538,SVR
2601539,SVR
2601540,SVR
2601541,SVR
2601542,SVR
2601543,SVR
2601544,SVR
2601545,SVR
2601546,SVR
2601547,SVR
2601548,SVR
2601549,SVR
2601550,SVR
2601551,SVR
2601552,SVR
2601553,SVR
2601554,SVR
2601555,SVR
2601556,SVR
2601557,SVR
2601558,SVR
2601559,SVR
2601560,SVR
2601561,SVR
2601562,SVR
2601563,SVR
2601564,SVR
2601565,SVR
2601566,SVR
2601567,SVR
2601568,SVR
2601569,SVR
2601570,SVR
2601571,SVR
2601572,SVR
2601573,SVR
2601574,SVR
2601575,SVR
2601576,SVR
2601577,SVR
2601578,SVR
2601579,SVR
2601580,SVR
2601581,SVR
2601582,SVR
2601583,SVR
2601584,SVR
2601585,SVR
2601586,SVR
2601587,SVR
2601588,SVR
2601589,SVR
2601590,SVR
2601591,SVR
2601592,SVR
2601593,SVR
2601594,SVR
2601595,SVR
2601596,SVR
2601597,SVR
2601598,SVR
2601599,SVR
2601600,SVR
2601601,SVR
2601602,SVR
2601603,SVR
2601604,SVR
2601605,SVR
2601606,SVR
2601607,SVR
2601608,SVR
2601609,SVR
2601610,SVR
2601611,SVR
2601612,SVR
2601613,SVR
2601614,SVR
2601615,SVR
2601616,SVR
2601617,SVR
2601618,SVR
2601619,SVR
2601620,SVR
2601621,SVR
2601622,SVR
2601623,SVR
2601624,SVR
2601625,SVR
2601626,SVR
2601627,SVR
2601628,SVR
2601629,SVR
2601630,SVR
2601631,SVR
2601632,SVR
2601633,SVR
2601634,SVR
2601635,SVR
2601636,SVR
2601637,SVR
2601638,SVR
2601639,SVR
2601640,SVR
2601641,SVR
2601642,SVR
2601643,SVR
2601644,SVR
2601645,SVR
2601646,SVR
2601647,SVR
2601648,SVR
2601649,SVR
2601650,SVR
2601651,SVR
2601652,SVR
2601653,SVR
2601654,SVR
2601655,SVR
2601656,SVR
2601657,SVR
2601658,SVR
2601659,SVR
2601660,SVR
2601661,SVR
2601662,SVR
2601663,SVR
2601664,SVR
2601665,SVR
2601666,SVR
2601667,SVR
2601668,SVR
2601669,SVR
2601670,SVR
2601671,SVR
2601672,SVR
2601673,SVR
2601674,SVR
2601675,SVR
2601676,SVR
2601677,SVR
2601678,SVR
2601679,SVR
2601680,SVR
2601681,SVR
2601682,SVR
2601683,SVR
2601684,SVR
2601685,SVR
2601686,SVR
2601687,SVR
2601688,SVR
2601689,SVR
2601690,SVR
2601691,SVR
2601692,SVR
2601693,SVR
2601694,SVR
2601695,SVR
2601696,SVR
2601697,SVR
2601698,SVR
2601699,SVR
2601700,SVR
2601701,SVR
2601702,SVR
2601703,SVR
2601704,SVR
2601705,SVR
2601706,SVR
2601707,SVR
2601708,SVR
2601709,SVR
2601710,SVR
2601711,SVR
2601712,SVR
2601713,SVR
2601714,SVR
2601715,SVR
2601716,SVR
2601717,SVR
2601718,SVR
2601719,SVR
2601720,SVR
2601721,SVR
2601722,SVR
2601723,SVR
2601724,SVR
2601725,SVR
2601726,SVR
2601727,SVR
2601728,SVR
2601729,SVR
2601730,SVR
2601731,SVR
2601732,SVR
2601733,SVR
2601734,SVR
2601735,SVR
2601736,SVR
2601737,SVR
2601738,SVR
2601739,SVR
2601740,SVR
2601741,SVR
2601742,SVR
2601743,SVR
2601744,SVR
2601745,SVR
2601746,SVR
2601747,SVR
